3_3265,-0.023033865471850774,-0.07984490898511903
6_4061,0.01321534474068647,0.014557232474130887
5_3332,0.015180063880507745,0.01148529716941487
5_2682,0.04523092694050663,0.046693863162424305
2_2776,0.053842553909346925,0.0608572581908388
2_4968,0.048541343391680356,0.04953281603959609
8_4153,-0.06983704130860277,-0.028668158508613185
6_2982,0.028248863198690577,0.07751712972911753
0_369,0.040862525007821275,0.0721304494843117
8_4877,-0.02107505677636368,-0.03424342234448418
2_1553,-0.06925478041440984,-0.028301502419659237
7_4421,-0.01623871880271649,-0.08006438675626022
8_4406,-0.06616248795369097,-0.03074148990042203
8_5587,-0.06271144403153951,-0.051624701443695124
5_3961,0.06164276459929994,0.05742318778218482
0_107,0.041838252059134606,0.07186523902472673
3_5652,-0.07032444746285299,-0.028111764242375867
1_4120,-0.07019806461817626,-0.0291807529839139
5_2663,-0.05441788523260478,-0.06084063938623979
4_5371,0.06175853988825732,-0.04737163215063646
3_4920,0.057507909695232486,0.05963680087612136
7_5476,-0.007564270803422331,-0.08144868427255023
5_2803,-0.07265063293773188,-0.03777672326246536
4_3275,-0.011199179199528767,-0.08128151629549336
3_5332,-0.008903362578621685,0.04014289439111662
7_872,-0.013474931433276332,-0.08121460447440107
6_3899,0.0028837325293322217,-0.004462736875143637
0_4111,0.02154080570507413,0.07310410661816046
8_3179,-0.06973901408476868,-0.02956806244891962
5_3061,-0.06331676999191785,-0.05234115583448735
9_1716,-0.016026183019580517,-0.0801219156665992
1_4634,-0.07069983212535233,-0.028527105675449815
1_2520,0.0028569040820412054,0.001160628048847778
6_5005,-0.0392863502183465,-0.006427386029161567
8_4268,-0.010184076161691478,-0.07087007591354226
0_4098,-0.028488731786277994,-0.0733702250038547
4_1599,-0.005825167425720146,-0.08061855900130206
7_1454,0.0811303319083427,-0.021721803122147228
3_4413,0.03147653165366809,0.026673961983305395
0_1033,0.019180376617975916,0.05870990350709728
5_2371,-0.06618661834568365,-0.04789217968765344
3_5018,0.05812249312864517,0.058464379772442336
